评论,正向指数,负向指数,情感分类
"('这让我想到了我们学校也是一个普通的学校，有一次听写的时候，老师说错几个打几下我基本上全错了，然后然后整个左手就被打了50多下先前打的时候手特别疼，然后到后面就整个手就全没有知觉了，然后就不停的流泪。还有一次我在课上睡觉被老师发现了，让我下课做了200个蹲起，因为我比较胖，所以做完整个腿就软了只能靠扶着一排一排的桌子，回到自己的座位上还有一次上课，因为走神，然后老师直接气冲冲的拿养植物的水直接连水带植物一起泼到我的脸上。',)","('78.167%',)","('21.833%',)",负向
"('[拥抱]不哭，这种老师迟早会被天谴的。ta根本就不配作为一名老师！',)","('3.34%',)","('96.66%',)",负向
"('不要管他，不要在意他。有些人披着老师的皮，做着不是人的事。我们可以听写全对，我们可以提升体能练好体型。但这样的人心是烂掉的，用什么办法都改不掉本质。哭完之后就不要一直想着了，好好睡一觉，然后好好学习。骄傲地毫不在意他的刁难，在未来有机会的时候回去告诉他：“我是好的学生，但你不是好老师。”',)","('5.237%',)","('94.763%',)",负向
"('抱抱你。我小学是在市中心上的，环境嘈杂先不说，里面教师的师德不是多好。为什么我要那么说呢？因为这个学校每周都有一个给孩子洗脑的演讲，让里面的每一个孩子都遵守规则，这些遵守规则，不是一般的那种遵守规则，而是那种老师说的你就必须盲从，这点在我认为是很可怕的。虽然我是个女孩子，在那些教导主任的眼里，我简直就是从不遵守规矩的孩子。有一次我被一名被学生们叫李妈妈的老师逮住了，原因很简单，就是我走路没有抬头挺胸，认为我给低年级的弟弟妹妹做了一个坏榜样(这不纯粹胡扯吗！)还有一次，英语组长诬陷我，老师就让我搬着板凳，跪在墙角抄课文，不许听课，但是我的英语成绩一如既往的好。我很庆幸的是，我在两年前从这所监狱里毕业了。以上的事情我都一一跟我父母说了。他们带着我搬到了别的地方远离了片喧闹的城市。',)","('1.574%',)","('98.426%',)",负向
"('凉了',)","('12.114%',)","('87.886%',)",负向
"('请问水军们，烂钱好恰吗？拿着这些钱不觉得膈应吗?',)","('0.013%',)","('99.987%',)",负向
"('豫章书院是啥事件',)","('0.455%',)","('99.545%',)",负向
"('话说XZ无脑女粉都能端掉这么多社区，现在网友众志成城还不能干什么？',)","('0.239%',)","('99.761%',)",负向
"('作为孩子支柱的家长，为什么不听信孩子的哭诉和身上的疤，这样的家长就没有问题吗？为什么有问题的人却能支配弱者？正义来的晚也不够彻底。',)","('0.011%',)","('99.989%',)",负向
"('https://b23.tv/av90599303看这个视频下关于豫章书院的评论回复！吴军豹赢了，b站的舆论也倒戈了。不知道什么时候，豫章书院的热度已经凉了。再提到豫章书院的时候，当初还说自己是正义斗士的人们现在都已十分冷酷无情，冷嘲热讽说这是在蹭热度，甚至还反向为豫章书院发声。这就是屑站的pxj，豫章书院火的时候，大多数都在口嗨，说着豫章书院热度不能凉；等豫章书院热度一过，恨不得把这件事当成废物一样扔掉。真是讽刺，不是吗？我们最怕的事情依旧是发生了，连舆论的支持都快没有了。',)","('0.026%',)","('99.974%',)",负向
"('加油！我们b战的小伙伴们都会支持你的的！我们绝对相信你！',)","('99.998%',)","('0.002%',)",负向
"('想把MJ送进去[妙啊]',)","('98.232%',)","('1.768%',)",负向
"('希望up关注一下课后网，无限宝，也很过分，当然没有豫章书院那么过分',)","('5.213%',)","('94.787%',)",负向
"('豫游皆汗漫章句作雅正书窗见远山院幽僧亦独 请为父老歌 去去割情恋 死生俱未停。',)","('8.029%',)","('91.971%',)",负向
"('暴漫[大哭][大哭][大哭]',)","('97.332%',)","('2.669%',)",负向
"('加油！',)","('99.995%',)","('0.005%',)",负向
"('请一定要加油',)","('86.303%',)","('13.698%',)",负向
"('这种借着合同的诈骗，很难办。中国的诈骗量刑很难从动机出发。虽然你知道这是预谋好的，但是法律却很难给你做主。',)","('0.001%',)","('99.999%',)",负向
"('加油，加油，加油',)","('99.999%',)","('0.001%',)",负向
"('加油',)","('99.99%',)","('0.01%',)",负向
"('加油',)","('99.99%',)","('0.01%',)",负向
"('我又回来了热度下去了不知道事情怎么样了？',)","('38.95%',)","('61.05%',)",负向
"('没什么能做的，三连支持。',)","('74.555%',)","('25.445%',)",负向
"('辛苦了！致敬。',)","('99.997%',)","('0.002%',)",负向
"('所以问题就在这里，如果能看到问题的根本，你们就不是大多数了',)","('0.31%',)","('99.69%',)",负向
"('孤军奋战的水军给力嗷，gkd的爬',)","('85.831%',)","('14.169%',)",负向
"('愚民，cnm',)","('79.829%',)","('20.171%',)",负向
"('你们所骂的豫章书院，全名叫做豫章书院修身教育专修学校，而真正的豫章书院一直在为豫章修身背黑锅.豫章书院≠豫章修身各位不要再一口一个豫章书院了，完全是两个不同的学校，在百度词条“豫章书院”上，不是同一学校的内容已经得到认证.（复制）。                       顶我上去让更多人看到',)","('10.815%',)","('89.185%',)",负向
"('我怀疑你是个托',)","('0.015%',)","('99.985%',)",负向
"('每一篇豫章的文章都有你都在说这一句，那么你是谁？',)","('3.603%',)","('96.397%',)",负向
"('瞎了吧唧复制，举报了←_←',)","('0.002%',)","('99.998%',)",负向
"('为什么诋毁豫章书院，想热度想疯了吧，预防未成年犯罪有错吗？',)","('0.245%',)","('99.755%',)",负向
"('回复 @赵华垚 :人渣应该被地狱的烈火焚烧应该被地狱的恶魔和恶犬撕咬',)","('0.189%',)","('99.811%',)",负向
"('pxj没当过父母因为它们没父母',)","('3.032%',)","('96.968%',)",负向
"('这钱也要赚，贱不贱啊',)","('0.01%',)","('99.99%',)",负向
"('没人去结团去弄这个B么    当时   我不相信他请保镖有你们人多么    弄死这个B我不相信能判几十万人死刑么',)","('0.032%',)","('99.968%',)",负向
"('杨永信入驻b站，举报他，这是他账号，不相信的，进去先看他文章。。https://space.bilibili.com/431622316/?share_source=copy_link&amp;share_medium=iphone&amp;bbid=4081e5ffd3be07dc11ae77e6fabd8877&amp;ts=1572706796',)","('22.86%',)","('77.14%',)",负向
"('你这有啥玩意儿说的。进去的都是问题少年少女，好好跟你说话能行的话，父母老师就能把你教好。与其你之后进监狱，社会上做毒瘤。哪个能让人改变，从坏人变好人，只有监狱。',)","('11.33%',)","('88.67%',)",负向
"('up，从你身上，我仿佛看到了崔永元正义的影子。你一定要坚信。你做的事情。是伟大的。会成为历史事件中的一段能被铭记的段落！加油！如果需要，虽然我没多少钱，你给我支付宝账号，我给你转一百块，真的，我真的觉得你做的事对社会太重要了太有意义了！',)","('99.954%',)","('0.046%',)",负向
"('豫章书院这事  请各位不要过多的主观评价，现在没有任何一点点证据能证明这事的真实性，你们所谓的证据是什么？“证人”的口供？ “证人”身上的伤疤？还有你们每天转来转去的那些法律条文？根本没有人想过要怎么证明他们真的干了这些，是不是真的触犯了那些法律，没有一家政府机构，甚至一个视频，一个录音，你们什么都拿不出来，你们做的就是整天在网上把豫章书院的那些负责人视为“罪人”  整天拉出来鞭笞，没有人在乎事实的真相，你们只是想“伸张正义”而已  你们已经主观的认定了事实，“受害者”说的每一句话都确有此事，豫章书院的每一句辩解都是在放屁，试着换位思考一下，如果我说那些人都是有心人请来的诋毁豫章书院的，豫章书院才是受害者，很可笑对吧？当然，这是我编的。但是没有证据能证明我说的是假话，也没有证据能证明那些“受害者”说的是真的，看你们怎么想了，人们总会相信明面上的弱势群体不是吗？“受害者”？你们认为的？',)","('0.0%',)","('100.0%',)",负向
"('我私以为你说这番话的原因可能如下:1-你确实有主见，你想强调证据第一。2-冒天下之大不韪，收钱办事。3-欲吸引眼球，大众往东，你偏往西，并以此为荣。4-你是豫章书院的利益相关者，需要为自己正名或洗白，奈何词穷。 ……以上仅是个人猜测，欢迎讨论。喷子和杠精速离。',)","('1.373%',)","('98.627%',)",负向
"('求求你们了，别往QQ看点的评论里面刷了好吗，刷什么话题的看点底下都有这事的评论，真的很令人厌倦[捂脸]',)","('0.888%',)","('99.112%',)",负向
"('为什么b站的百大up主都不敢出来说话',)","('1.243%',)","('98.757%',)",负向
"('你是百大你会出来说话么？有几个大up蹭过这热度？明眼人都知道这热度不能蹭，漠叔也告诉过你们了，还在外面道德绑架',)","('0.019%',)","('99.981%',)",负向
"('没什么能做的，三连支持。',)","('74.555%',)","('25.445%',)",负向
"('辛苦了！致敬。',)","('99.997%',)","('0.002%',)",负向
"('还没完呢!管管家长，救救孩子!2020年3月4日上午10:06',)","('34.178%',)","('65.822%',)",负向
"('类似豫章书院这样的机构的存在，让坏人能“名正言顺”的做坏事，致使更多的受害者出现，我认为这种机构肯定有背后力量（政府等）。幸好我父母是正常人，不会相信这些机构，也幸好我自己比较听话。支持up主，让更多的人关注类似事件，不要再有豫章书院、红黄蓝幼儿园等的出现！加油 up主！',)","('2.284%',)","('97.716%',)",负向
"('我会一直保持热度',)","('99.576%',)","('0.424%',)",负向
"('加油',)","('99.99%',)","('0.01%',)",负向
"('豫章书院，这个世界的黑暗太可怕了，太恶心！！！！',)","('0.047%',)","('99.953%',)",负向
"('真的不是我喷现在的警察有多少是办事了？看钱？看权？',)","('0.017%',)","('99.983%',)",负向
"('心里莫名想笑有很悲哀[无语]',)","('0.035%',)","('99.965%',)",负向
"('这个视频已经过去了快将近半年，我不知道还能不能问你，我们做些什么可以帮你吗？',)","('1.188%',)","('98.812%',)",负向
"('看他的动态，里面有举报的网址',)","('4.865%',)","('95.135%',)",负向
"('加油啊',)","('99.976%',)","('0.024%',)",负向
"('啊啊啊啊',)","('32.436%',)","('67.564%',)",负向
"('加油，我支持你',)","('99.999%',)","('0.001%',)",负向
"('不管怎么样，加油！',)","('99.98%',)","('0.02%',)",负向
"('好想保护你，那么请告诉我，到底用什么方法去守护你呢！',)","('90.632%',)","('9.369%',)",负向
"('回复 @噬魂皮卡丘 :你听我说！我想保护他，但是网络之中没有东西去阻挡！用什么办法在网络之中来帮助他！但是没有方法！难道就鼓励他吗？没有实际行动的话！该怎么办呢！',)","('1.738%',)","('98.263%',)",负向
"('[囧]',)","('11.574%',)","('88.426%',)",负向
"('加油！！！',)","('99.988%',)","('0.012%',)",负向
"('12月7日生日的过来举个手。',)","('96.597%',)","('3.402%',)",负向
"('你就他妈的是救世主',)","('0.909%',)","('99.091%',)",负向
"('花了将近半个小时终于举报完了',)","('0.024%',)","('99.975%',)",负向
"('钉钉时代考古',)","('83.303%',)","('16.697%',)",负向
"('BV12E411h7A6',)","('98.094%',)","('1.906%',)",负向
"('不好意思，我还真的挺想听始末的，感觉你有点文不对题',)","('70.989%',)","('29.011%',)",负向
"('b站帮忙解决一下呗',)","('91.757%',)","('8.243%',)",负向
"('？？？？b站因为某些原因被迫下线了好多曝光犯罪的视频，哪有能力解决，b站只是一个用来看番的软件，没那么大能力',)","('0.032%',)","('99.968%',)",负向
